"","SurveyResponseID","Qdemosage","Qdemoshispanic","Qdemosrace","Qdemoseducation","Qdemosincome","Qdemosgender","Qsexualorientation","Qdemosstate","Qamazonusehowmany","Qamazonusehhsize","Qamazonusehowoft","Qsubstanceusecigarettes","Qsubstanceusemarijuana","Qsubstanceusealcohol","Qpersonaldiabetes","Qpersonalwheelchair","Qlifechanges","QsellYOURdata","Qsellconsumerdata","Qsmallbizuse","Qcensususe","Qresearchsociety","ShippingAddressState","TOTAL_EXCERCISE_SPENT","MORE_THAN_AVERAGE","HAS_PURCHASED_MOTHERBOARD","HAS_PURCHASED_GOLF_BAG","HAS_PURCHASED_TOYS_AND_GAMES","HAS_PURCHASED_SUGAR_CANDY","HAS_PURCHASED_SKATEBOARD","HAS_PURCHASED_GAMES","HAS_PURCHASED_AMAZON_BOOK_READER","HAS_PURCHASED_WEARABLE_COMPUTER","HAS_PURCHASED_PET_SUPPLIES","HAS_PURCHASED_SPORTING_GOODS","HAS_PURCHASED_ABIS_BOOK","HAS_PURCHASED_HEADPHONES","HAS_PURCHASED_PHYSICAL_VIDEO_GAME_SOFTWARE","HAS_PURCHASED_SNACK_CHIP_AND_CRISP","HAS_PURCHASED_DOWNLOADABLE_VIDEO_GAME","HAS_PURCHASED_OUTDOOR_LIVING","HAS_PURCHASED_COOKIE","HAS_PURCHASED_MEAT","HAS_PURCHASED_SWIMWEAR","HAS_PURCHASED_FOOD_STORAGE_CONTAINER","HAS_PURCHASED_MASSAGER","HAS_PURCHASED_WEIGH_SCALE","HAS_PURCHASED_SPEAKERS","HAS_PURCHASED_PLANNER","HAS_PURCHASED_INSTRUMENT_PARTS_AND_ACCESSORIES","HAS_PURCHASED_MEDICATION","HAS_PURCHASED_VEGETABLE","HAS_PURCHASED_VITAMIN","HAS_PURCHASED_PET_FOOD","HAS_PURCHASED_SKIN_MOISTURIZER","HAS_PURCHASED_COFFEE","HAS_PURCHASED_PHYSICAL_MOVIE","HAS_PURCHASED_NUTRITIONAL_SUPPLEMENT","HAS_PURCHASED_SKIN_CLEANING_AGENT","HAS_PURCHASED_HERBAL_SUPPLEMENT","HAS_PURCHASED_MINERAL_SUPPLEMENT","HAS_PURCHASED_PROTEIN_DRINK","HAS_PURCHASED_PROTEIN_SUPPLEMENT_POWDER","HAS_PURCHASED_DIETARY_SUPPLEMENTS","HAS_PURCHASED_ABIS_SPORTS","HAS_PURCHASED_HEALTH_FOOD","HAS_PURCHASED_SPORTS_DRINK"
"2997","R_a3tDhXWQm43rsUF","35 - 44 years","No","Asian","Bachelor's degree","$50,000 - $74,999","Male","heterosexual (straight)","Texas","1 (just me!)","3","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","TX",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2998","R_25TJ2SCEMagHYxU","45 - 54 years","No","White or Caucasian","Some high school or less","$75,000 - $99,999","Male","heterosexual (straight)","Virginia","2","2","Less than 5 times per month","Yes","Yes","Yes","No","No","","No","No","No","No","No","VA",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2999","R_3EZrxwI9XaH5BwK","25 - 34 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Male","LGBTQ+","New York","1 (just me!)","1 (just me!)","Less than 5 times per month","Yes","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","NY",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"3000","R_25sIdih8VbvepDL","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999","Female","heterosexual (straight)","Colorado","1 (just me!)","2","Less than 5 times per month","No","Yes","Yes","No","No","Became pregnant,Had a child","No","Yes if consumers get part of the profit","No","I don't know","Yes","CO",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"3001","R_1ooLwPR89VoxnlF","35 - 44 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Male","heterosexual (straight)","Texas","1 (just me!)","3","5 - 10 times per month","I stopped in the recent past","Yes","Yes","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","No","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3002","R_331r8PPvTyqKSoh","35 - 44 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Male","LGBTQ+","Alabama","2","1 (just me!)","5 - 10 times per month","No","No","Yes","No","No","Moved place of residence","No","No","Yes","No","No","AL",17.95,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3003","R_1hJWB4rlc8B2yCi","45 - 54 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","North Carolina","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","No","No","I don't know","No","I don't know","NC",22.93,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3004","R_bIXnQr8Fm57EAGR","25 - 34 years","Yes","Other","Prefer not to say","$25,000 - $49,999","Male","heterosexual (straight)","Iowa","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","I don't know","IA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3005","R_2SowakeS8ZQebAD","25 - 34 years","No","Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Female","heterosexual (straight)","Ohio","2","1 (just me!)","5 - 10 times per month","No","No","No","Yes","No","Became pregnant,Had a child","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","OH",0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3006","R_2UbJUrmy1ldwwWm","35 - 44 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Male","heterosexual (straight)","Maryland","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","MD",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3007","R_0IBgnbXoP4Uvvhv","65 and older","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","Michigan","1 (just me!)","1 (just me!)","Less than 5 times per month","I stopped in the recent past","No","No","No","No","","Yes","Yes","No","Yes","Yes","MI",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"3008","R_2sSf7h0d1GXhEcA","45 - 54 years","No","White or Caucasian","Bachelor's degree","Less than $25,000","Male","heterosexual (straight)","Georgia","2","3","More than 10 times per month","No","No","No","No","No","","Yes","Yes","Yes","Yes","Yes","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3009","R_03aEbghUILs9NxD","35 - 44 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Male","LGBTQ+","Virginia","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","I don't know","I don't know","VA",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"3010","R_3I9Pu8iauEcOx9A","35 - 44 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Male","LGBTQ+","Rhode Island","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","No","No","I don't know","No","No","RI",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"3011","R_2D6v6VH3RC5ZGC4","45 - 54 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Male","heterosexual (straight)","South Dakota","4+","4+","5 - 10 times per month","No","No","Yes","No","No","","No","No","Yes","I don't know","Yes","SD",0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3012","R_1f3LFOK55u1EHpB","35 - 44 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Missouri","1 (just me!)","4+","5 - 10 times per month","Yes","No","Yes","No","No","","No","No","No","No","No","MO",0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3013","R_3nTxfoDtuXTyMgE","25 - 34 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Female","LGBTQ+","Louisiana","1 (just me!)","3","Less than 5 times per month","No","Yes","No","No","No","Lost a job ,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","IL",113.29,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3014","R_1k0jNifwb1pjiE2","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Male","heterosexual (straight)","Texas","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","No","No","","Yes","Yes","Yes","Yes","Yes","IN",115.17,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"3015","R_2WG22kKQqVhH86R","35 - 44 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Male","heterosexual (straight)","Wisconsin","2","4+","More than 10 times per month","No","No","Yes","No","No","","No","No","No","No","Yes","WI",15.99,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"3016","R_2v2laUXuUZTyjGc","35 - 44 years","Yes","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","California","2","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","Lost a job ","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","Yes","CA",0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3017","R_3lzv4o9axMfFsE2","45 - 54 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Male","heterosexual (straight)","Montana","2","2","Less than 5 times per month","No","No","Yes","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","No","MT",0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3018","R_umkBztpJiFIRkxX","35 - 44 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Illinois","1 (just me!)","4+","Less than 5 times per month","Yes","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","I don't know","IL",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3019","R_2tn7usvdRXV7JzE","25 - 34 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Missouri","1 (just me!)","2","More than 10 times per month","No","Yes","Yes","No","No","Lost a job ,Divorce,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","I don't know","MO",0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"3020","R_bqJTh7OR8fc8Vah","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999","Female","LGBTQ+","Michigan","1 (just me!)","3","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","MI",0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3021","R_3e8qukcDiaT0D0g","65 and older","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Female","heterosexual (straight)","California","1 (just me!)","1 (just me!)","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","CA",0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"3022","R_2DMmbUvmU2O3lTZ","35 - 44 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","LGBTQ+","Alabama","1 (just me!)","4+","5 - 10 times per month","Yes","Yes","Yes","Yes","No","Moved place of residence","No","No","Yes","No","Yes","AL",0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"3023","R_1jO4s7oht3pyKEc","25 - 34 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","LGBTQ+","California","2","3","5 - 10 times per month","No","Yes","Yes","No","No","","No","No","I don't know","I don't know","No","WA",15.96,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3024","R_1M3NpvxQQpsbEzI","25 - 34 years","No","Black or African American","High school diploma or GED","Less than $25,000","Male","heterosexual (straight)","Ohio","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3025","R_2sbf0hqTGFb880u","35 - 44 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","North Carolina","1 (just me!)","4+","5 - 10 times per month","I stopped in the recent past","No","Yes","No","No","","No","No","Yes","No","Yes","NC",106.99,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3026","R_upQla15Wb4pg1pv","65 and older","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Female","heterosexual (straight)","Pennsylvania","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","Yes","No","","No","No","No","Yes","Yes","PA",0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3027","R_bPzwAFdlVaA87Vn","45 - 54 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Female","LGBTQ+","Oregon","2","4+","Less than 5 times per month","No","No","No","Yes","No","","No","No","No","No","Yes","OR",12.99,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3028","R_ZFhsRu6k5e3fX1v","25 - 34 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","South Dakota","2","2","Less than 5 times per month","No","Yes","Yes","No","No","Lost a job ","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","I don't know","FL",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"3029","R_2q1T7bTpUriDg78","35 - 44 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Male","heterosexual (straight)","South Carolina","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","FL",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"3030","R_1Fyt4lN10F6TI3f","25 - 34 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Male","LGBTQ+","California","1 (just me!)","2","Less than 5 times per month","No","Yes","No","No","No","","No","No","No","No","No","CA",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3031","R_24MD1eLqJhcFMCz","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Male","heterosexual (straight)","Pennsylvania","1 (just me!)","2","Less than 5 times per month","Yes","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","No","PA",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3032","R_1ovU2FdmDWK1ZHm","25 - 34 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","LGBTQ+","Kentucky","2","2","Less than 5 times per month","No","No","Yes","No","No","","No","No","Yes","Yes","Yes","KY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3033","R_1LXWy9XtgeTLKs3","35 - 44 years","No","Asian","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","New York","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","No","No","","No","No","No","I don't know","I don't know","",0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"3034","R_1jImmHuCDaof0wB","25 - 34 years","No","White or Caucasian","Some high school or less","Less than $25,000","Male","heterosexual (straight)","Washington","2","1 (just me!)","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","No","No","No","No","MI",0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"3035","R_2dyITPHbbfmCXJn","25 - 34 years","No","White or Caucasian,Asian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","Washington","1 (just me!)","2","5 - 10 times per month","No","Yes","Yes","No","No","Moved place of residence","I don't know","I don't know","Yes","I don't know","Yes","SC",9.99,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"3036","R_24Pi9vmQksqxQqR","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Male","heterosexual (straight)","Pennsylvania","1 (just me!)","3","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","PA",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"3037","R_1q7GuBNrrAGdxx3","35 - 44 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Female","LGBTQ+","Michigan","2","4+","Less than 5 times per month","No","Prefer not to say","Yes","No","No","","No","No","Yes","I don't know","Yes","CO",0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3038","R_1QB1ztGTGqYRyPX","25 - 34 years","Yes","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","LGBTQ+","Minnesota","1 (just me!)","1 (just me!)","Less than 5 times per month","No","I stopped in the recent past","I stopped in the recent past","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","Yes","Yes","MN",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3039","R_6oiX8teN1cKlcZj","25 - 34 years","No","White or Caucasian","High school diploma or GED","$100,000 - $149,999","Female","heterosexual (straight)","North Carolina","2","3","5 - 10 times per month","No","No","Yes","No","No","Became pregnant,Had a child","Yes if I get part of the profit","Yes if consumers get part of the profit","No","I don't know","Yes","NC",0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3040","R_Ybh09t36EFaS3jb","35 - 44 years","No","White or Caucasian","Prefer not to say","$75,000 - $99,999","Female","heterosexual (straight)","Ohio","2","4+","Less than 5 times per month","Yes","Yes","No","No","No","","No","No","No","No","Yes","OH",0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3041","R_w0gJ7oIWBd6rcd3","25 - 34 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Kentucky","1 (just me!)","4+","More than 10 times per month","No","No","Yes","No","No","Moved place of residence","No","No","Yes","Yes","Yes","KY",0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3042","R_2tyYhOqEzk4TUTg","35 - 44 years","No","Asian","High school diploma or GED","Less than $25,000","Male","heterosexual (straight)","Washington","1 (just me!)","2","Less than 5 times per month","Yes","I stopped in the recent past","I stopped in the recent past","No","No","Lost a job ","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3043","R_1n2XyR9n5YE8q8W","35 - 44 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","Massachusetts","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","Became pregnant","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","MA",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3044","R_1f1Myjt3mEazBt1","55 - 64 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Female","heterosexual (straight)","Ohio","1 (just me!)","2","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","OH",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3045","R_QcV7uVxb8myM0lb","45 - 54 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Female","heterosexual (straight)","Washington","1 (just me!)","1 (just me!)","5 - 10 times per month","No","No","No","Yes","No","Moved place of residence","No","Yes if consumers get part of the profit","No","No","Yes","WA",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"3046","R_DDmXqLOwLD9GD3b","35 - 44 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Wisconsin","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","WI",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3047","R_3L5tSFlgKbeAW9k","35 - 44 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Texas","2","2","Less than 5 times per month","No","No","No","No","Yes","","No","No","I don't know","I don't know","Yes","TX",0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3048","R_2U3f0mE7ZGgYLhZ","45 - 54 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Pennsylvania","1 (just me!)","3","Less than 5 times per month","Yes","No","No","Yes","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","Yes","PA",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"3049","R_3ViaGvZl7J3ObBv","35 - 44 years","No","White or Caucasian","Bachelor's degree","Less than $25,000","Female","heterosexual (straight)","North Carolina","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","Yes","No","Lost a job ","No","No","No","No","No","NC",48.74,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"3050","R_2R4f4lluvVE0PT6","18 - 24 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Male","LGBTQ+","California","1 (just me!)","1 (just me!)","5 - 10 times per month","No","Yes","Yes","No","No","Moved place of residence","No","No","No","No","No","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
